path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135
Burger-Train (102).jpeg,0.0018270676442104115,0.34276111148491645,8.723415334786198,715816961.0000587,5592320.999999597,0.0018270676442104115,0.9822740947542385,0.0012854322544659012,0.2479105611283566,9.18594135338372,715816961.0000736,5592320.999999984,0.0012854322544659012,0.9552618840605263,0.0016024433706742442,0.2834149314969031,9.026391028162024,715816961.0001124,5592320.999999345,0.0016024433706742442,0.9672593526598775,0.0012860532246614545,0.25422360638409097,9.168613383502295,715816961.0000923,5592320.999999191,0.0012860532246614545,0.9585252386426749
Burger-Train (103).jpeg,0.0015914951531656233,0.30637812429806477,8.869865958535883,715816960.9998028,5592320.999998742,0.0015914951531656233,0.9233337093584478,0.0009384276738741396,0.23765193955595895,9.234431489770348,715816960.9999386,5592320.99999936,0.0009384276738741396,0.8630859714492725,0.0012440471351320432,0.2632196260936009,9.082802251781812,715816960.9999084,5592321.000000334,0.0012440471351320432,0.9002250009764562,0.0009390577888301181,0.2345554562231473,9.233531062605287,715816960.9999064,5592321.000000197,0.0009390577888301181,0.8626331227978257
Burger-Train (104).jpeg,0.0006543840886285159,0.2762116843387524,9.250894557502079,715816960.9998112,5592321.000001598,0.0006543840886285159,0.9682476643123185,0.0005240799442175158,0.23685757983554998,9.51522208383808,715816960.9999335,5592321.000002044,0.0005240799442175158,0.9438254087940904,0.000805326257422771,0.3104948345220602,9.176912939829824,715816960.9998605,5592321.000000436,0.000805326257422771,0.961050881640154,0.0004779896315988379,0.21557357317383288,9.600952512717132,715816960.9998958,5592320.999999456,0.0004779896315988379,0.9350720086822039
Burger-Train (105).jpeg,0.001508710894326992,0.5334774794083157,7.960561425743948,715816961.0000881,5592321.000000174,0.001508710894326992,0.9831446002331613,0.0009761592925383989,0.41692021049944505,8.50394102907421,715816960.9998549,5592321.00000032,0.0009761592925383989,0.9640267770908298,0.0013068964809198952,0.4739575889677077,8.265845093802149,715816960.9999051,5592321.0000016615,0.0013068964809198952,0.9752563322014361,0.0008783364691051333,0.3910993895107938,8.58680059515814,715816960.9998516,5592320.999999846,0.0008783364691051333,0.9626818255538454
Burger-Train (106).jpeg,0.0009632988291384526,0.34280123385922057,8.719532711409144,715816961.0000676,5592320.999999076,0.0009632988291384526,0.9748729696488556,0.0006348594813714182,0.2613833010400609,9.136559596622774,715816961.0001423,5592321.000000317,0.0006348594813714182,0.9483230126521665,0.0010723908914117262,0.32356506798140955,8.848543470771434,715816961.0000908,5592321.000000532,0.0010723908914117262,0.967482590771133,0.0006644461047530259,0.2722652391533137,9.056623397673091,715816961.0000573,5592321.000001029,0.0006644461047530259,0.9551917445479937
Burger-Train (107).jpeg,0.0006087374048703814,0.2271245844271216,9.190225464890037,715816961.0000468,5592321.000000689,0.0006087374048703814,0.9566871770370209,0.00043204391925242663,0.18962586873110954,9.419510781022565,715816960.9998366,5592320.99999863,0.00043204391925242663,0.929557508104182,0.00046084000462525207,0.21272170601773308,9.244770968511487,715816961.0001197,5592320.999999459,0.00046084000462525207,0.9486437013710913,0.00032639361183370253,0.17353438201642005,9.488133451307172,715816960.9998462,5592321.000000193,0.00032639361183370253,0.919825087105547
Crispy Chicken-Train (1).jpeg,0.002953600010134601,0.3543717201884652,8.453088851268404,715816960.9998274,5592321.000000618,0.002953600010134601,0.9659486124205282,0.0021624277768300033,0.3047905401763366,8.693166952434021,715816960.9997848,5592320.999998576,0.0021624277768300033,0.9474734661262615,0.0032395610348225166,0.39326598329742696,8.279426686144374,715816960.9998204,5592320.999999224,0.0032395610348225166,0.9780958172570228,0.002236064832216687,0.31249281053293676,8.638730175259349,715816960.9998673,5592321.00000017,0.002236064832216687,0.9563401930310594
Crispy Chicken-Train (10).jpeg,0.0007604212531906365,0.31160483909243714,8.952433080887204,715816960.9999282,5592321.000000143,0.0007604212531906365,0.9469950843022923,0.0005609458607838484,0.27318503638838143,9.161658273342251,715816960.9999067,5592320.999999113,0.0005609458607838484,0.9233224294562162,0.001060980802178735,0.3600173748373106,8.785217958082333,715816960.9998859,5592320.999999162,0.001060980802178735,0.9538696338161692,0.0005673422243263723,0.27632648259893755,9.124310116380808,715816960.9999287,5592320.99999972,0.0005673422243263723,0.9317563132752605
Crispy Chicken-Train (100).jpeg,0.002209907563236716,0.5241231214097473,7.455451604082895,376413843.00002426,3453338.99999925,0.002209907563236716,0.9696295399444271,0.0016383942894714124,0.44796962131269435,7.741974849189849,376413842.99995226,3453338.999999702,0.0016383942894714124,0.9485668466815865,0.002580885003328456,0.5498601190778116,7.3430985074085795,376413842.99995667,3453338.9999995683,0.002580885003328456,0.9687830515052218,0.0015911922306561725,0.4666524888213784,7.757024883289849,376413842.999966,3453339.0000004233,0.0015911922306561725,0.9442090517999111
Crispy Chicken-Train (101).jpeg,0.0010102225422529316,0.2786764745979627,9.225046360528594,715816961.0001649,5592320.9999999,0.0010102225422529316,0.9243127511438864,0.0006169277048622138,0.2068784261721528,9.55754972136987,715816960.9997312,5592320.999999815,0.0006169277048622138,0.8828377823094736,0.0009642366217067186,0.2534035456972309,9.278125723115158,715816960.9998423,5592321.000000381,0.0009642366217067186,0.9440482312658249,0.0006120896765402305,0.20750346650201945,9.542691656416821,715816960.9997047,5592320.999999943,0.0006120896765402305,0.8903778922605217
Crispy Chicken-Train (102).jpeg,0.00016079456595786347,0.26129109086064883,9.347972591952795,715816961.0001167,5592321.000001737,0.00016079456595786347,0.9424893898530687,0.00011126921314694844,0.19773593368783457,9.622408341956813,715816961.0001781,5592320.9999994645,0.00011126921314694844,0.9082584648171431,0.00016654844659292757,0.2553755087249211,9.334187391660434,715816961.0001912,5592321.000001385,0.00016654844659292757,0.9414463473978123,0.00010945488218873974,0.19525824566557862,9.645271875317858,715816961.0001831,5592321.000000322,0.00010945488218873974,0.9064140404980053
Crispy Chicken-Train (103).jpeg,0.03709295590945314,0.462914592574231,7.133856982103343,715816961.000116,5592320.999997863,0.03709295590945314,0.9202362740944947,0.032382535087822364,0.4146140612797103,7.291783580419933,715816960.9999592,5592320.9999987045,0.032382535087822364,0.8888460726776459,0.03631847550652474,0.46799300367943,7.126528474260577,715816960.9999552,5592321.000000172,0.03631847550652474,0.9273580067839121,0.032131019842028596,0.4129039517157852,7.3095131177407655,715816960.9999274,5592320.999996552,0.032131019842028596,0.8788188405664624
